term,count,level,name
GO:0015231,2,4,5-formyltetrahydrofolate transmembrane transporter activity
GO:0001155,2,6,TFIIIA-class transcription factor binding
GO:0033969,2,5,gamma-glutamyl-gamma-aminobutyrate hydrolase activity
GO:0008789,2,5,altronate dehydratase activity
GO:0050366,2,5,tyramine N-feruloyltransferase activity
GO:0008691,2,5,3-hydroxybutyryl-CoA dehydrogenase activity
GO:0008788,2,6,"alpha,alpha-phosphotrehalase activity"
GO:0048032,2,4,galacturonate binding
GO:0031924,2,4,vitamin B6 transmembrane transporter activity
GO:0090632,2,6,N-glycolylneuraminic acid (Neu5Gc) cytidylyltransferase activity
GO:0030848,2,5,threo-3-hydroxyaspartate ammonia-lyase activity
GO:0050474,2,5,(S)-norcoclaurine synthase activity
GO:0051745,2,5,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
GO:0047181,2,5,tetrahydroxybenzophenone synthase activity
GO:1901235,2,4,(R)-carnitine transmembrane transporter activity
GO:0050088,2,5,mannose-6-phosphate 6-reductase activity
GO:0016443,2,6,bidentate ribonuclease III activity
GO:0046028,2,4,"electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity"
GO:0052923,2,4,all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity
GO:0106238,2,5,peregrinol diphosphate synthase activity
GO:0009042,2,5,valine-pyruvate transaminase activity
GO:0033854,2,5,glutamate-prephenate aminotransferase activity
GO:0050194,2,4,phosphonoacetaldehyde hydrolase activity
GO:0005352,2,6,alpha-glucoside:proton symporter activity
GO:0008968,2,5,D-sedoheptulose 7-phosphate isomerase activity
GO:0044682,2,7,archaeal-specific GTP cyclohydrolase activity
GO:0010490,2,5,UDP-4-keto-rhamnose-4-keto-reductase activity
GO:0080042,2,7,ADP-glucose pyrophosphohydrolase activity
GO:0047144,2,6,2-acylglycerol-3-phosphate O-acyltransferase activity
GO:0004755,2,6,"saccharopine dehydrogenase (NADP+, L-glutamate-forming) activity"
GO:0102145,2,5,(3R)-(E)-nerolidol synthase activity
GO:0051063,2,7,CDP reductase activity
GO:0102001,2,5,isoleucine N-monooxygenase (oxime forming) activity
GO:1901239,2,6,malonate(1-) transmembrane transporter activity
GO:0000401,2,7,open form four-way junction DNA binding
GO:0052616,2,5,ent-kaur-16-en-19-ol oxidase activity
GO:0043751,2,5,polyphosphate:AMP phosphotransferase activity
GO:0050054,2,5,lignostilbene alpha beta-dioxygenase activity
GO:0051392,2,7,tRNA N-acetyltransferase activity
GO:0062205,2,5,miltiradiene synthase activity
GO:0043814,2,6,phospholactate guanylyltransferase activity
GO:0008316,2,2,structural constituent of vitelline membrane
GO:0050385,2,5,ureidoglycolate lyase activity
GO:0080062,2,6,cytokinin 9-beta-glucosyltransferase activity
GO:0047218,2,6,hydroxycinnamate 4-beta-glucosyltransferase activity
GO:0140360,2,5,cyclic-GMP-AMP transmembrane transporter activity
GO:0102525,2,5,"2-oxoglutarate, L-arginine oxygenase (succinate-forming) activity"
GO:0047982,2,4,homocysteine desulfhydrase activity
GO:0008763,2,5,UDP-N-acetylmuramate-L-alanine ligase activity
GO:1990521,2,4,m7G(5')pppN diphosphatase activator activity
GO:0080118,2,5,brassinosteroid sulfotransferase activity
GO:0102455,2,5,anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase activity
GO:0009673,2,6,low-affinity phosphate transmembrane transporter activity
GO:0008780,2,6,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity
GO:0003944,2,6,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity
GO:0043894,2,6,acetyl-CoA synthetase acetyltransferase activity
GO:0000252,2,5,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity
GO:0140306,2,3,lipoprotein releasing activity
GO:0036307,2,7,23S rRNA (adenine(2030)-N(6))-methyltransferase activity
GO:0047922,2,5,"gentisate 1,2-dioxygenase activity"
GO:0050208,2,7,polysialic-acid O-acetyltransferase activity
GO:0103015,2,5,4-amino-4-deoxy-L-arabinose transferase activity
GO:0052631,2,4,sphingolipid delta-8 desaturase activity
GO:0016515,2,5,interleukin-13 receptor activity
GO:0043773,2,5,coenzyme F420-0 gamma-glutamyl ligase activity
GO:0102521,2,4,tRNA-4-demethylwyosine synthase activity
GO:0043955,2,5,3-hydroxypropionyl-CoA synthetase activity
GO:0010491,2,7,UTP:arabinose-1-phosphate uridylyltransferase activity
GO:0098750,2,4,FYXD domain binding
GO:0102097,2,5,(22S)-22-hydroxy-5alpha-campestan-3-one C-23 hydroxylase activity
GO:0008773,2,3,[protein-PII] uridylyltransferase activity
GO:0004808,2,5,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
GO:0008923,2,5,lysine decarboxylase activity
GO:0008765,2,5,"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity"
GO:0047912,2,5,galacturonokinase activity
GO:0102985,2,5,Delta12-fatty-acid desaturase activity
GO:0034042,2,6,5-formyluracil DNA N-glycosylase activity
GO:0061785,2,3,peptidoglycan endopeptidase activity
GO:0018845,2,4,2-hydroxychromene-2-carboxylate isomerase activity
GO:0034611,2,4,oligoribonucleotidase activity
GO:0047077,2,5,Photinus-luciferin 4-monooxygenase (ATP-hydrolyzing) activity
GO:2001227,2,3,quercitrin binding
GO:0010341,2,7,gibberellin carboxyl-O-methyltransferase activity
GO:0033987,2,5,2-hydroxyisoflavanone dehydratase activity
GO:0008764,2,5,UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
GO:0008719,2,3,dihydroneopterin triphosphate 2'-epimerase activity
GO:0019983,2,4,interleukin-9 binding
GO:2001066,2,3,amylopectin binding
GO:0030107,2,6,HLA-A specific inhibitory MHC class I receptor activity
GO:0030798,2,6,trans-aconitate 2-methyltransferase activity
GO:0016362,2,7,"activin receptor activity, type II"
GO:0004906,2,6,interferon-gamma receptor activity
GO:0052578,2,7,alpha-farnesene synthase activity
GO:0050200,2,5,plasmalogen synthase activity
GO:0080023,2,5,3R-hydroxyacyl-CoA dehydratase activity
GO:0110050,2,5,deaminated glutathione amidase activity
GO:0080002,2,6,UDP-glucose:4-aminobenzoate acylglucosyltransferase activity
GO:0102934,2,5,costunolide synthase activity
GO:0047001,2,5,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity
GO:1901973,2,3,proline binding
GO:0102293,2,5,pheophytinase b activity
GO:0033855,2,5,nicotianamine aminotransferase activity
GO:0042349,2,3,guiding stereospecific synthesis activity
GO:0030591,2,6,2'-deoxyguanosine DNA ADP-ribosyltransferase activity
GO:0102670,2,5,"2,7,4'-trihydroxyisoflavanone-4'-O-methyltransferase activity"
GO:0080123,2,5,jasmonate-amino synthetase activity
GO:0047632,2,5,agmatine deiminase activity
GO:0090440,2,3,abscisic acid transmembrane transporter activity
GO:0052871,2,6,alpha-tocopherol omega-hydroxylase activity
GO:0035236,2,6,proctolin receptor activity
GO:0015317,2,7,phosphate:proton symporter activity
GO:0016795,2,5,phosphoric triester hydrolase activity
GO:0050626,2,5,trimethylamine-N-oxide reductase (cytochrome c) activity
GO:0036455,2,4,iron-sulfur transferase activity
GO:0035527,2,5,3-hydroxypropionate dehydrogenase (NADP+) activity
GO:0046480,2,6,galactolipid galactosyltransferase activity
GO:0052615,2,5,ent-kaurene oxidase activity
GO:0043334,2,8,"2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity"
GO:0090736,2,4,MATH domain binding
GO:0047685,2,5,amine sulfotransferase activity
GO:0030251,2,5,guanylate cyclase inhibitor activity
GO:0102735,2,5,trihydroxybenzophenone synthase activity
GO:0005358,2,8,high-affinity glucose:proton symporter activity
GO:0140081,2,3,glycosylated region protein binding
GO:0097626,2,7,low-affinity L-arginine transmembrane transporter activity
GO:0080176,2,5,"xyloglucan 1,6-alpha-xylosidase activity"
GO:0097023,2,5,fructose 6-phosphate aldolase activity
GO:0001566,2,4,non-kinase phorbol ester receptor activity
GO:0120152,2,4,calcium-dependent outer dynein arm binding
GO:0030352,2,8,"inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity"
GO:0050565,2,5,aerobactin synthase activity
GO:0030797,2,6,24-methylenesterol C-methyltransferase activity
GO:0015021,2,5,heparin-sulfate lyase activity
GO:0102002,2,5,valine N-monooxygenase (oxime forming) activity
GO:0015417,2,4,ATPase-coupled polyamine transmembrane transporter activity
GO:0043958,2,5,acryloyl-CoA reductase activity
GO:0052630,2,6,UDP-N-acetylgalactosamine diphosphorylase activity
GO:0102919,2,5,"5,6-dimethylbenzimidazole synthase activity"
GO:0047677,2,5,arachidonate 8(R)-lipoxygenase activity
GO:0010475,2,6,galactose-1-phosphate guanylyltransferase (GDP) activity
GO:0008828,2,7,dATP pyrophosphohydrolase activity
GO:0018819,2,5,lactoyl-CoA dehydratase activity
GO:0050809,2,3,diazepam binding
GO:0004912,2,5,interleukin-3 receptor activity
GO:0017084,2,5,delta1-pyrroline-5-carboxylate synthetase activity
GO:0008688,2,5,3-(3-hydroxyphenyl)propionate hydroxylase activity
GO:0008791,2,7,arginine N-succinyltransferase activity
GO:0019969,2,4,interleukin-10 binding
GO:0008870,2,7,galactoside O-acetyltransferase activity
GO:0034043,2,6,5-hydroxymethyluracil DNA N-glycosylase activity
GO:0050203,2,5,oxalate-CoA ligase activity
GO:0008679,2,5,2-hydroxy-3-oxopropionate reductase activity
GO:0047890,2,5,flavanone 4-reductase activity
GO:0016085,2,6,myoinhibitory hormone activity
GO:0008738,2,5,L-fuculose-phosphate aldolase activity
GO:0050118,2,4,N-acetyldiaminopimelate deacetylase activity
GO:0033957,2,5,lambda-carrageenase activity
GO:0045154,2,4,"electron transporter, transferring electrons within cytochrome c oxidase complex activity"
GO:0043794,2,4,formate dehydrogenase (coenzyme F420) activity
GO:1902417,2,5,(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity
GO:0005300,2,6,high-affinity tryptophan transmembrane transporter activity
GO:0052775,2,5,"endo-1,3-alpha-L-rhamnosidase activity"
GO:0097627,2,6,high-affinity L-ornithine transmembrane transporter activity
GO:0046558,2,5,"arabinan endo-1,5-alpha-L-arabinosidase activity"
GO:0050401,2,5,xylonate dehydratase activity
GO:0047053,2,5,(S)-cheilanthifoline synthase activity
GO:0050189,2,6,phosphoenolpyruvate phosphatase activity
GO:0052845,2,7,"inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity"
GO:0031955,2,5,short-chain fatty acid-CoA ligase activity
GO:0008752,2,5,FMN reductase activity
GO:0018548,2,4,pentaerythritol trinitrate reductase activity
GO:0015430,2,5,ATPase-coupled glycerol-3-phosphate transmembrane transporter activity
GO:0008684,2,5,2-oxopent-4-enoate hydratase activity
GO:0010945,2,6,CoA pyrophosphatase activity
GO:0015150,2,7,fucose transmembrane transporter activity
GO:0044600,2,6,protein guanylyltransferase activity
GO:0038006,2,5,netrin receptor activity involved in chemoattraction
GO:1990081,2,7,trimethylamine receptor activity
GO:0047011,2,6,2-dehydropantolactone reductase (A-specific) activity
GO:0031712,2,6,B1 bradykinin receptor binding
GO:0050243,2,6,pyruvate dehydrogenase (NADP+) activity
GO:0043880,2,3,crotonyl-CoA reductase activity
GO:0015528,2,6,lactose:proton symporter activity
GO:0102614,2,5,germacrene A acid 8beta-hydroxylase activity
GO:0043741,2,7,alpha-aminoadipate acetyltransferase activity
GO:0102216,2,5,maltodextrin water dikinase
GO:0052673,2,5,prenol kinase activity
GO:0043365,2,4,[formate-C-acetyltransferase]-activating enzyme activity
GO:0060001,2,9,minus-end directed microfilament motor activity
GO:0070205,2,4,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity"
GO:1990135,2,5,flavonoid sulfotransferase activity
GO:0103007,2,5,indole-3-acetate carboxyl methyltransferase activity
GO:0080072,2,6,spermidine:sinapoyl CoA N-acyltransferase activity
GO:0010012,2,5,steroid 22-alpha hydroxylase activity
GO:0070855,2,7,myosin VI head/neck binding
GO:0052915,2,7,23S rRNA (guanine(2445)-N(2))-methyltransferase activity
GO:0036221,2,7,UTP diphosphatase activity
GO:0004456,2,5,phosphogluconate dehydratase activity
GO:0031870,2,6,thromboxane A2 receptor binding
GO:0008925,2,7,maltose O-acetyltransferase activity
GO:0016275,2,5,[cytochrome c]-arginine N-methyltransferase activity
GO:0052872,2,5,tocotrienol omega-hydroxylase activity
GO:0090430,2,5,caffeoyl-CoA: alcohol caffeoyl transferase activity
GO:0102632,2,5,(S)-nandinine synthase activity
GO:0031850,2,6,delta-type opioid receptor binding
GO:0047800,2,5,cysteamine dioxygenase activity
GO:0018112,2,7,proline racemase activity
GO:0047688,2,5,aspartate 4-decarboxylase activity
GO:0047294,2,4,phosphoglycerol geranylgeranyltransferase activity
GO:0035599,2,6,aspartic acid methylthiotransferase activity
GO:0051719,2,5,"DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates"
GO:0050446,2,5,azobenzene reductase activity
GO:0018674,2,6,(S)-limonene 3-monooxygenase activity
GO:0086020,2,9,gap junction channel activity involved in SA node cell-atrial cardiac muscle cell electrical coupling
GO:0018739,2,6,4-hydroxybenzoyl-CoA thioesterase activity
GO:0047471,2,4,maltose alpha-D-glucosyltransferase activity
GO:0047880,2,5,erythrulose reductase activity
GO:0036430,2,7,CMP kinase activity
GO:0046575,2,7,rhamnogalacturonan acetylesterase activity
GO:0018787,2,5,4-chlorobenzoyl-CoA dehalogenase activity
GO:0052617,2,5,ent-kaur-16-en-19-al oxidase activity
GO:0102811,2,5,geraniol 10-hydroxylase activity
GO:0034010,2,4,sulfolactate sulfo-lyase activity
GO:0102419,2,5,sn-2-glycerol-3-phosphate omega-OH-C22:0-CoA acyl transferase activity
GO:0097625,2,7,low-affinity basic amino acid transmembrane transporter activity
GO:0047657,2,5,"alpha-1,3-glucan synthase activity"
GO:0052875,2,5,riboflavin reductase (NADH) activity
GO:0032136,2,7,adenine/cytosine mispair binding
GO:1990593,2,3,nascent polypeptide-associated complex binding
GO:1901149,2,3,salicylic acid binding
GO:0047268,2,6,galactinol-raffinose galactosyltransferase activity
GO:0102895,2,5,colneleate synthase activity
GO:0140082,2,6,SUMO-ubiquitin ligase activity
GO:1990595,2,5,mast cell secretagogue receptor activity
GO:0050306,2,6,sucrose 1F-fructosyltransferase activity
GO:0018813,2,5,trans-o-hydroxybenzylidenepyruvate hydratase-aldolase activity
GO:0005362,2,6,low-affinity glucose:sodium symporter activity
GO:0045129,2,5,NAD-independent histone deacetylase activity
GO:0047975,2,5,guanosine phosphorylase activity
GO:0051507,2,7,beta-sitosterol UDP-glucosyltransferase activity
GO:0052690,2,4,trichloro-p-hydroquinone reductive dehalogenase activity
GO:0080047,2,6,GDP-L-galactose phosphorylase activity
GO:0015552,2,5,propionate transmembrane transporter activity
GO:0016664,2,4,"oxidoreductase activity, acting on other nitrogenous compounds as donors, iron-sulfur protein as acceptor"
GO:0033856,2,4,pyridoxine 5'-phosphate synthase activity
GO:0047166,2,6,1-alkenylglycerophosphoethanolamine O-acyltransferase activity
GO:0047071,2,5,"3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase activity"
GO:0015517,2,7,galactose:proton symporter activity
GO:0102996,2,5,"beta,beta digalactosyldiacylglycerol galactosyltransferase activity"
GO:0008715,2,6,CDP-diacylglycerol diphosphatase activity
GO:0050157,2,7,ornithine racemase activity
GO:0102597,2,5,3alpha-hydroxy-ent-sandaracopimardiene 9-beta-monooxygenase activity
GO:0008664,2,4,2'-5'-RNA ligase activity
GO:0018818,2,5,acetylene hydratase activity
GO:1904593,2,4,prostaglandin binding
GO:0015049,2,5,methane monooxygenase activity
GO:0008551,2,7,"cadmium transmembrane transporter activity, phosphorylative mechanism"
GO:0034020,2,4,neoxanthin synthase activity
GO:0047538,2,6,2-carboxy-D-arabinitol-1-phosphatase activity
GO:0047350,2,6,glucuronate-1-phosphate uridylyltransferase activity
GO:0102742,2,5,"R(+)-3,4-dihydroxyphenyllactate:NADP+ oxidoreductase activity"
GO:0047038,2,5,D-arabinitol 2-dehydrogenase activity
GO:0102111,2,5,"gibberellin A20,2-oxoglutarate:oxygen oxidoreductase activity"
GO:0052638,2,6,indole-3-butyrate beta-glucosyltransferase activity
GO:1990970,2,6,trans-activation response element binding
GO:1990206,2,4,jasmonyl-Ile conjugate hydrolase activity
GO:0042970,2,7,homoserine transmembrane transporter activity
GO:0008813,2,5,chorismate lyase activity
GO:0089714,2,5,UDP-N-acetyl-D-mannosamine dehydrogenase activity
GO:0102025,2,5,ATPase-coupled thiosulfate transmembrane transporter activity
GO:0031516,2,5,far-red light photoreceptor activity
GO:0050538,2,5,N-carbamoyl-L-amino-acid hydrolase activity
GO:0102064,2,5,gamma-curcumene synthase activity
GO:0052749,2,4,glucose-6-phosphate dehydrogenase (coenzyme F420) activity
GO:0051735,2,6,GTP-dependent polynucleotide kinase activity
GO:0102218,2,6,"starch, H2O dikinase activity"
GO:0043884,2,5,CO-methylating acetyl-CoA synthase activity
GO:0008762,2,5,UDP-N-acetylmuramate dehydrogenase activity
GO:0102998,2,5,4-sulfomuconolactone hydrolase activity
GO:0008096,2,6,juvenile hormone epoxide hydrolase activity
GO:0080073,2,6,spermidine:coumaroyl CoA N-acyltransferase activity
GO:0052712,2,7,inositol phosphosphingolipid phospholipase activity
GO:0043852,2,5,monomethylamine methyltransferase activity
GO:0009976,2,3,tocopherol cyclase activity
GO:0140282,2,5,carbon-nitrogen ligase activity on lipid II
GO:0033833,2,5,hydroxymethylfurfural reductase (NADH) activity
GO:0018564,2,5,"carbazole 1,9a-dioxygenase activity"
GO:0102497,2,5,scyllo-inositol dehydrogenase (NADP+) activity
GO:0008713,2,5,ADP-heptose-lipopolysaccharide heptosyltransferase activity
GO:2001147,2,3,camalexin binding
GO:0036202,2,5,"ent-cassa-12,15-diene 11-hydroxylase activity"
GO:1905334,2,3,Swi5-Sfr1 complex binding
GO:0035446,2,5,cysteine-glucosaminylinositol ligase activity
GO:0047739,2,4,cephalosporin-C deacetylase activity
GO:0097507,2,5,hypoxanthine DNA N-glycosylase activity
GO:0008730,2,5,L(+)-tartrate dehydratase activity
GO:0008681,2,4,2-octaprenyl-6-methoxyphenol hydroxylase activity
GO:0051073,2,5,adenosylcobinamide-GDP ribazoletransferase activity
GO:0031710,2,7,neuromedin B receptor binding
GO:0047643,2,5,alginate synthase activity
GO:0015538,2,5,sialic acid:proton symporter activity
GO:0015124,2,4,allantoate transmembrane transporter activity
GO:0043997,2,11,histone acetyltransferase activity (H4-K12 specific)
